observation_id,task_id,task_version,category,workload,tags,font_id,font_family,font_size_px,margin_px,line_gap_px,width,height,patch_columns,patch_rows,patches,estimated_image_tokens,image_sha256,font_sha256,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,instruction_sha256,payload_sha256,completed_at
reading_051:atkinson-hyperlegible:8px:434d3791bd9b,reading_051,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,191,121,6,4,24,28.799999999999997,434d3791bd9be032aed86bc1588e1b9ddf9d1323d985ef9d4431e6d6a14b1df2,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-068e-7940-813b-c1bb1ad47e00,10063,0,,True,1.0,silver,"""silver""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26075, ""output_tokens"": 173, ""reasoning_output_tokens"": 101}",308df0ef2569228fe0b59663dfc30d2c8796c60c754bd12b58cfc20ea6bbe510,2cc4647c9a37ebbcc558802e8b4ac54ef864b0c98d1f091768c4e699a90e6579,2026-09-05T05:00:05.877142+00:00
reading_052:atkinson-hyperlegible:8px:acfe47fecb42,reading_052,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,190,121,6,4,24,28.799999999999997,acfe47fecb42b4cfa3a4b4a8d5fce122cd6074e9584cfd2675b8f7d8c2d863f3,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-2cc5-7611-a79e-7c72e6a13c3e,10466,0,,True,1.0,May 27,"""May 27""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26100, ""output_tokens"": 248, ""reasoning_output_tokens"": 174}",ef530c594e955b8cfd4367a0d22f0ea079417ef33b7407c812bff715b06c175d,bed97fe77f57e543711dccae29e1aaad850e88d3c18529a7e1aad6f95dc23a2c,2026-09-05T05:00:16.344241+00:00
reading_053:atkinson-hyperlegible:8px:4b1fe4b630ea,reading_053,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,159,153,5,5,25,30.0,4b1fe4b630ea91b2d790cfeb2e95737b994f6f7ac001a0daf4054cb1ede42f16,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-3119-79f1-89e4-29a65e16dc94,10034,0,,True,1.0,84,"""84""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 20992, ""input_tokens"": 26113, ""output_tokens"": 281, ""reasoning_output_tokens"": 209}",768186210b5f0fda99d3781dd87f39ddfdc62d59b4cce6d196166fe1198b17ec,17d962075c2b48c6e245befcaca4f871067f3c68a3abf80bd17f7c1759cbc5e7,2026-09-05T05:00:17.048192+00:00
reading_054:atkinson-hyperlegible:8px:8173d0319976,reading_054,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,159,153,5,5,25,30.0,8173d03199765332fdbf4e167f98e9b2b2b67db95bddb1ab543734ea109d329a,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-3a75-76f2-88d1-29be0c389a1b,8335,0,,False,0.0,The calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 23040, ""input_tokens"": 26094, ""output_tokens"": 204, ""reasoning_output_tokens"": 118}",30ea891afc8ae9917249e0746b5642177a91260ab78df7a8e8b496910b651213,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,2026-09-05T05:00:17.774087+00:00
reading_055:atkinson-hyperlegible:8px:bf84e06859b8,reading_055,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,273,3,9,27,32.4,bf84e06859b83d7444ac51a766238765de02c703d5b6e5c3ac69f9aac5673415,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-43b0-7d43-a39d-55a78dac4b78,7637,0,,False,0.0,The central office.,"""central office""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12954, ""output_tokens"": 149, ""reasoning_output_tokens"": 139}",965580735fb5384c24063cd2c849e20018cd75240f98b99a4da421824f4a8715,b2feaceb1dce203a72009b896c235c144a34e5085e27eb63e35e9d26c3c12061,2026-09-05T05:00:19.316403+00:00
reading_056:atkinson-hyperlegible:8px:e5c8ca6a8512,reading_056,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,283,89,9,3,27,32.4,e5c8ca6a85125b1540f497eedd8798bd280748e2a78a7113d2780a9706f6c223,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-5607-71a3-a75c-2073852cd307,13568,0,,False,0.0,west depot,"""indigo""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 23040, ""input_tokens"": 26091, ""output_tokens"": 490, ""reasoning_output_tokens"": 417}",dd78ae57f00ede69125b6ce0ca69ef3a37bbc9d49704416bf580490d1ab53c7c,ee5a147be9f6e25d07445b2038961885f48474b3987a47038bbfaf8f77535297,2026-09-05T05:00:29.913898+00:00
reading_057:atkinson-hyperlegible:8px:1b82b1af07ac,reading_057,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,416,57,13,2,26,31.2,1b82b1af07aca7d4ef62c65334eab1d2a36c32e73e9df79c9cc4e6ae9ea10f1e,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-58f5-72a3-9b80-ee704afdb90b,13078,0,,False,0.0,February 10,"""February 19""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26091, ""output_tokens"": 460, ""reasoning_output_tokens"": 386}",70e0046cb9d7d71f79c44f1e77f968c36e27fe1e58f59494298314749c2856ef,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:00:30.128293+00:00
reading_058:atkinson-hyperlegible:8px:835de1510ab4,reading_058,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,159,153,5,5,25,30.0,835de1510ab46cffea48ff8c3fec9e282eb452c12d803c8b887b861975d23ccc,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-5b56-7b11-94b6-bafdc5e2c12a,4886,0,,True,1.0,35,"""35""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12955, ""output_tokens"": 49, ""reasoning_output_tokens"": 42}",31da7ac65380b8c063d37b7e8bb90d216ff4b9b90efdd0a6e2a7e07ec45903bb,53027f645b42a4930ea9b9d009a1bef3a472d9c32b4646c491f4aad90af2e639,2026-09-05T05:00:22.662133+00:00
reading_059:atkinson-hyperlegible:8px:8e49e79402d7,reading_059,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,191,121,6,4,24,28.799999999999997,8e49e79402d7a65694eb8ce53d86074189926a62cf8d13837235fd363052afc0,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-6134-79b1-a3d4-c06bc41ae2eb,12303,0,,False,0.0,Because the inventory count took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26096, ""output_tokens"": 424, ""reasoning_output_tokens"": 344}",ede2b283bba4f201967ad01fa886148ecf1f9535a010a3b446e0dac3db8c825a,ef03cab1f44d92ae8ff7b48e8ee802312f3e201754382efd31ab5eefc558ec2c,2026-09-05T05:00:31.619997+00:00
reading_060:atkinson-hyperlegible:8px:d88af46267f7,reading_060,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,281,3,9,27,32.4,d88af46267f7a6c773b954bdb528200f01d6c550bdda20e3cb9af96583b6c3cd,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-6e1a-75f0-8b97-837569f2d032,14905,0,,False,0.0,The temporary staging areas mentioned in older notes.,"""east annex""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26080, ""output_tokens"": 548, ""reasoning_output_tokens"": 468}",01d7623f5c54ebea945b8bef086a7f4df0374aaafb9bd72d4d35cbab63c1e20d,972bbca1c0893f4ebf4644ac804ea32d1f2733b4010af4b7f81bb75938ee55ac,2026-09-05T05:00:37.568439+00:00
reading_061:atkinson-hyperlegible:8px:ee2957d5fe61,reading_061,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,159,153,5,5,25,30.0,ee2957d5fe61589568962e337a6dc44544e5a44442d0280f750bafeadd0b92d4,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-8b02-7ba0-867e-263286436035,6312,0,,True,1.0,violet,"""violet""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12956, ""output_tokens"": 79, ""reasoning_output_tokens"": 71}",3342e964cb72b5e5c1bf08d76d52b412b4c22fccd11ca4323f03daf8d6a998f0,1ae26ca41ed4019b59b178d71e71c0b982310de7e8c3cad0a235927b08513abe,2026-09-05T05:00:36.227473+00:00
reading_062:atkinson-hyperlegible:8px:8204ce7b967d,reading_062,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,281,3,9,27,32.4,8204ce7b967d81d1a16e9057563322ff2020abd5507aae2adcbe90b297f841b3,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-8bdc-7140-baa5-13a7e230a7cd,11319,0,,False,0.0,April 17,"""April 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26127, ""output_tokens"": 339, ""reasoning_output_tokens"": 265}",eecda37df3265410269fbea95ae622b53eca1636fbb5d5361d902c78a45366f4,5f64b085439f2313173dce925b428810dba71e859a9d599a853b8873c1ef5b87,2026-09-05T05:00:41.448081+00:00
reading_063:atkinson-hyperlegible:8px:4afa27013a6a,reading_063,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,128,185,4,6,24,28.799999999999997,4afa27013a6ae6df089c6f88fc02b8d8df748020c410cfae23e52a11e15aa712,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-913c-70d3-b4c9-4637984b910d,11241,0,,True,1.0,24,"""24""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26091, ""output_tokens"": 295, ""reasoning_output_tokens"": 223}",df0297dd04638f0d527c991a8d1314b6a07e20cc5cbdd6fb577c0cd2f9e61734,27d41373536dfeddb7c3cf42b48736d87902d256afb263ed381623cddecd63bc,2026-09-05T05:00:42.862627+00:00
reading_064:atkinson-hyperlegible:8px:7a8dc84593ae,reading_064,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,95,281,3,9,27,32.4,7a8dc84593ae159690d3a505e8c7b2f66f1694ad3ba8ec39a4d27182cdb01d22,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-a368-7051-842e-aafa7b6b7cba,15361,0,,False,0.0,The new inventory count took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 22016, ""input_tokens"": 26096, ""output_tokens"": 543, ""reasoning_output_tokens"": 463}",d554f413fbb10fd9b18ad824dd91afe6dea30cab519742f6820550858931adb1,209b6479039f944664134086eaa2e763c73f50f91fb856c2651d35adbaee7493,2026-09-05T05:00:51.589591+00:00
reading_065:atkinson-hyperlegible:8px:2ce60794b5fd,reading_065,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,281,3,9,27,32.4,2ce60794b5fdbb041b5207110033b017f69ab44d577db9dead88b7b14b011a17,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-a89d-76a1-a8d2-f9c83fa7136a,11130,0,,False,0.0,The upper office,"""upper archive""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26080, ""output_tokens"": 355, ""reasoning_output_tokens"": 281}",a653e69adc2d722a98334cf83fd727b255775068ef26fde2043bf362827bf63b,8b1ea0cd6c1ba2548593987937cd8e56e0229e64fb4867aca32a1097e137be74,2026-09-05T05:00:48.699848+00:00
reading_066:atkinson-hyperlegible:8px:e1f1396da54b,reading_066,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,160,153,5,5,25,30.0,e1f1396da54b89306e42efd5701453f0e6bc396fe5eacab6204851e202c7fecc,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-b7c3-7a01-abbf-42570c8a0558,10219,0,,True,1.0,crimson,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26130, ""output_tokens"": 271, ""reasoning_output_tokens"": 198}",b18de11d93fd1d8ccb3a07a39d0166a1fbd88f343f647955f3420120797060bc,09005a48f22781d8d77ed983cadb7b886266a954c58e47e2988256ab4023d4b8,2026-09-05T05:00:51.668615+00:00
reading_067:atkinson-hyperlegible:8px:5279b83a38de,reading_067,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,128,169,4,6,24,28.799999999999997,5279b83a38de2b5eca7f7d76ed6241430dfc53c676d8799c2929a74745afb7ce,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-bd2a-7060-99cc-5a04cc4ca4d5,8568,0,,True,1.0,July 22,"""July 22""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26072, ""output_tokens"": 207, ""reasoning_output_tokens"": 133}",e8467175e53a0d897330811e575cd40ad30a52b92d10672b320dbed78a1df9c9,118f28ae658585f1cca6ec4695cc814faad606308621ce7fcd4523c0adb99958,2026-09-05T05:00:51.431263+00:00
reading_068:atkinson-hyperlegible:8px:f67c1beb2a43,reading_068,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,273,3,9,27,32.4,f67c1beb2a435693b564b2d8e914972aea49eecbfcdbe1c89f34448e308dcd0f,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-d3f9-7562-a0ea-f699c833e9ba,13637,0,,False,0.0,18 cases,"""91""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26221, ""output_tokens"": 436, ""reasoning_output_tokens"": 363}",1b845d7dd4045829670517749b5cade9d2a4abb94b4ac5109aac753df8d22a65,418b0d25e22793213328120d7d111753f4ccd09277a6b31946b6fa99f55250af,2026-09-05T05:01:02.338204+00:00
reading_069:atkinson-hyperlegible:8px:ccfe8a585fea,reading_069,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,288,89,9,3,27,32.4,ccfe8a585fea96aee6d33e865037c282fa20a40ba7dd7ace3aa2c399d2eefc34,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-df68-7c60-b3d4-75e96ee1f5e2,15180,0,,False,0.0,The shipment checklist had to be proofread.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 20992, ""input_tokens"": 28727, ""output_tokens"": 502, ""reasoning_output_tokens"": 422}",61b3dc2e78ec608fec9cfcbfd4b12240952ea8e533930e160276802ce9eb5b0f,17517788c00ca8030710d32896a3f9c0164d3a932858d0e580d26df1186bae25,2026-09-05T05:01:06.612281+00:00
reading_070:atkinson-hyperlegible:8px:6ef4ad5db964,reading_070,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,281,3,9,27,32.4,6ef4ad5db9646667e81d7e12cb1dfb6a4edae5cfb9717b9708b19273e018788f,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-e0c1-7800-9165-6e57d074a7f8,24516,0,,False,0.0,the main archive,"""training room""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 49152, ""input_tokens"": 53580, ""output_tokens"": 894, ""reasoning_output_tokens"": 640}",3523ec0d885140206b95460a7b924c1ff16be8a75a16e1bf7703332067614e5d,80a8cf806366598095050e7ae9e0ecc19ef31a76616d286dda17f71a78a7b1a9,2026-09-05T05:01:16.106441+00:00
reading_071:atkinson-hyperlegible:8px:292873959846,reading_071,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,273,3,9,27,32.4,2928739598461be2061d72a4e397f57f667ac10e449aeaffc0f9bc894f0e13b7,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff0-e146-79e2-b087-37dec7d4a4d7,12134,0,,False,0.0,stonebridge,"""indigo""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 23040, ""input_tokens"": 28698, ""output_tokens"": 380, ""reasoning_output_tokens"": 307}",d67f17de988e8c3318ac7024feca9f1c68d7e47b8c533b840db09a6a0aa3f659,303001d3d09ddadd491782e56c8b779845b30e10a7ce2127381bc4e3fceaebe4,2026-09-05T05:01:03.808579+00:00
reading_072:atkinson-hyperlegible:8px:753f3481a657,reading_072,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,160,153,5,5,25,30.0,753f3481a65789987ece5c4306049c2ea643762b54941b17de0113a1ec15288d,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-0913-7f82-a751-8ee8f9d699bd,31262,0,,False,0.0,June 18th,"""February 4""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 36096, ""input_tokens"": 39545, ""output_tokens"": 1423, ""reasoning_output_tokens"": 1263}",eda0c8c540bc2618e39f60c01b8a1ff5ab447dac293aa0135a094caaab3de366,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:01:33.601252+00:00
reading_073:atkinson-hyperlegible:8px:fb8d18c95cd0,reading_073,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,94,281,3,9,27,32.4,fb8d18c95cd0ec25b56ee3cfdf1c81ce7aef8c72bc7d57cf7c8681e6a6c8471e,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-0f22-7e62-9c65-958e0154570c,10283,0,,True,1.0,52,"""52""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26142, ""output_tokens"": 335, ""reasoning_output_tokens"": 263}",d41e006f70f6ca2a3e059bd125da141bb6e4f425e6daa64091a43eaa980dc14d,5457695269856bff8396942ad528af11d1f5881f180cea01c244f8c6da30f5c7,2026-09-05T05:01:14.093581+00:00
reading_074:atkinson-hyperlegible:8px:126bf3716cc2,reading_074,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,281,3,9,27,32.4,126bf3716cc275b7b3887de9e95ca0059738beb71e48e1552b1fc377f5175f54,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-1a2e-7892-bbb4-09c5cf938734,35884,0,,False,0.0,Because inspecting the crew took longer than expected.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 48128, ""input_tokens"": 54641, ""output_tokens"": 1594, ""reasoning_output_tokens"": 1305}",fa719cc735538c0b656390dfcee85e7a5e3d51c9dfc46297e2afab6148a4811c,3a447fc09b1e79bb0d7fbbbdd947596b6021b16d6b093a61b6f6b4df7be9ad1a,2026-09-05T05:01:42.497768+00:00
reading_075:atkinson-hyperlegible:8px:1a9debef367b,reading_075,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,159,153,5,5,25,30.0,1a9debef367b5084f0d44171e1c371f08d8117f7ee16463a5d13b987a366ca4e,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-370c-7c52-be7e-a147e06a1b71,16987,0,,False,0.0,The upper archive.,"""upper archive""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 36096, ""input_tokens"": 39789, ""output_tokens"": 644, ""reasoning_output_tokens"": 479}",19d20587c36e66aee729c0c33f852080af67b77f4c231eebab047ede9bc144d5,db14de2228113b48c66328a4d050c4d6484676b84cdc319f375747fc7b804972,2026-09-05T05:01:31.081961+00:00
reading_076:atkinson-hyperlegible:8px:14fbb5ee0c32,reading_076,1,reading_fact,noncoding,reading_comprehension;synthetic;fact;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,94,281,3,9,27,32.4,14fbb5ee0c32c0e35d18c533582783f5686c5102b362b415f48413ea23bc1c90,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-3ee6-7f51-81c1-ee54246049b4,13733,0,,False,0.0,cobalt,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26100, ""output_tokens"": 479, ""reasoning_output_tokens"": 406}",f51f0b432d45dad94576ba6bc2123052383de83640db1d368b240e300cced736,09005a48f22781d8d77ed983cadb7b886266a954c58e47e2988256ab4023d4b8,2026-09-05T05:01:29.840573+00:00
reading_077:atkinson-hyperlegible:8px:dc168e0b4183,reading_077,1,reading_date,noncoding,reading_comprehension;synthetic;date;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,95,281,3,9,27,32.4,dc168e0b4183623e534c93029dc498aa76dadf72635ecf267fa4af321e4bd7a2,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-74b3-7230-8d1e-303c7abfc463,27107,0,,False,0.0,May,"""May 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 35072, ""input_tokens"": 40008, ""output_tokens"": 1177, ""reasoning_output_tokens"": 996}",18e9b83466c24fc5236b8e8090fbf726152f07d45413cfb6c7b698b229d728f6,aab980eaa2b3631094970719aee932af64eac6044681e7143bc6c3715911575d,2026-09-05T05:01:56.948826+00:00
reading_078:atkinson-hyperlegible:8px:30b030d92016,reading_078,1,reading_quantity,noncoding,reading_comprehension;synthetic;quantity;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,415,57,13,2,26,31.2,30b030d9201654b51595ea7852d1c65ea7b1a6147eebbbe04d3bcfe2238de474,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-79a4-71b1-87d3-ca84b73d344e,5630,0,,True,1.0,46,"""46""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12958, ""output_tokens"": 109, ""reasoning_output_tokens"": 102}",0cf3a636d5231dc1be20f39f9325b0b8556c5720b75a78cdbccf51f0602be4d7,6215790be91f6e90651ad5d769dd04daa928b3589d68b308c576060f85587b66,2026-09-05T05:01:36.713363+00:00
reading_079:atkinson-hyperlegible:8px:e8125cb3232f,reading_079,1,reading_cause,noncoding,reading_comprehension;synthetic;cause;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,415,57,13,2,26,31.2,e8125cb3232f2e18d975f0f8268ed02910b38ceea4ed5127947c07363a246ae5,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-832b-7fb0-a10e-c0db2a6374c5,29218,0,,False,0.0,Because the morning notes had not yet been logged.,"""the inventory count took longer than expected""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 49152, ""input_tokens"": 53682, ""output_tokens"": 1224, ""reasoning_output_tokens"": 989}",39db62682f96f1ed0ccd47054f2f15f0fac8af761f897f5f4e483f57dd6d7562,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,2026-09-05T05:02:02.820610+00:00
reading_080:atkinson-hyperlegible:8px:a9723f5a881f,reading_080,1,reading_location,noncoding,reading_comprehension;synthetic;location;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,8,1,1,96,273,3,9,27,32.4,a9723f5a881fb5cc3aa97232dbfc40efdbc9bb003472b1ab24e1e06d73e838db,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06ff1-8f9c-76a1-a9f4-200b76b0d32d,8970,0,,False,0.0,the freight bay,"""dispatch bay""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26085, ""output_tokens"": 235, ""reasoning_output_tokens"": 161}",8ef4f565ad7c9bbc77aa5c37b9e145bcc2ae1ca90f2d0f9200e6fa9516c73c8f,8b88ef882d0cb387b92a98817a97e63a53345c5c0a5f8cff17daa8266780ba91,2026-09-05T05:01:45.685271+00:00
