observation_id,condition,task_id,category,font_id,font_size_px,patches,estimated_image_tokens,image_sha256,image_path,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,text_input_tokens,instruction_sha256,payload_sha256,prompt_template_sha256,completed_at
reading_134:fira-sans:9px:a22127094d85,image,reading_134,reading_cause,fira-sans,9,39,46.8,a22127094d857dcb7d97ebd63dd10185df7bb3d9c0c20728d289bb97c3302a94,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_134.png,gpt-5.6-luna,1,01a0726f-c51d-7183-9d89-51e2250535c3,4136,0,,False,0.0,Because the delivery truck arrived late.,"""the delivery truck arrived late""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 53, ""reasoning_output_tokens"": 40}",,7b878f60b11cc86563c0cee154617ae5be62d0cf8bf1b63d39d613c45fba4f17,3eb5de0e5ea1d21e71e677c2dd8a1613540062c2ae26c19815e0a632acdcb3ed,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:46.458241+00:00
reading_135:fira-sans:9px:27ee3ff8188e,image,reading_135,reading_location,fira-sans,9,42,50.4,27ee3ff8188e7eeac7ad74c791da9147506b0fcac4e849edad21e8440c2bca3c,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_135.png,gpt-5.6-luna,1,01a0726f-cfb0-7073-b9db-47ea561dd5c5,9377,0,,False,0.0,The west depot,"""west depot""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12969, ""output_tokens"": 201, ""reasoning_output_tokens"": 192}",,151d7fcdecb0fb1a7063a2925229b4b48c68ef62cbc886983f53cb72fe5f01f6,a73e447fe3fece8678f97b021578dbe953d543ca71656ced890ccabf1bb16657,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:54.511881+00:00
reading_136:fira-sans:9px:d00b4315736d,image,reading_136,reading_fact,fira-sans,9,39,46.8,d00b4315736db956c00d1a223e7516f5b2958cb3d90f48efd47fafe28e72dffe,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_136.png,gpt-5.6-luna,1,01a0726f-d4d9-7ae0-aa82-426402582f64,4695,0,,True,1.0,bronze,"""bronze""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 44, ""reasoning_output_tokens"": 36}",,a4d97f5e6c11452601a096d3fe0c1a57ff3673b0857f0e00414dbf65f477316c,c22ddf0b74d24e265de53a804d1fc63bd59ec247aaa9052dcda2dca1bd73d5d1,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:51.154591+00:00
reading_137:fira-sans:9px:7b8d2dffaaea,image,reading_137,reading_date,fira-sans,9,39,46.8,7b8d2dffaaea9a54f9688e312a6990bcbdb5ee066e4ec28d2b0ac52b66dab4dc,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_137.png,gpt-5.6-luna,1,01a0726f-d768-7501-9fd5-09944e3543e3,12239,0,,True,1.0,January 18,"""January 18""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26116, ""output_tokens"": 284, ""reasoning_output_tokens"": 213}",,1e74004c8608e01c58845157aad55ba9f8475e173270ad2501d962b55b213455,118f28ae658585f1cca6ec4695cc814faad606308621ce7fcd4523c0adb99958,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:59.384859+00:00
reading_138:fira-sans:9px:a2ae783221ad,image,reading_138,reading_quantity,fira-sans,9,40,48.0,a2ae783221addd79cbd06dfadd0c34a27750c5d582721f65e053ff9c69350d66,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_138.png,gpt-5.6-luna,1,01a0726f-e71e-78d0-82c6-1d7ec93cbba2,4096,0,,True,1.0,58,"""58""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 38, ""reasoning_output_tokens"": 31}",,ff6c590b6731104a9f247792f5fb9aed7d514229b43da0eef70cb4262cb48bb3,7f5d98f0d4e96cd92b93b69396771c41baadbfd0812cce235af1ae84a65f0963,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:55.251614+00:00
reading_139:fira-sans:9px:70964285efe7,image,reading_139,reading_cause,fira-sans,9,40,48.0,70964285efe736f33df1aa811f1341577776b2521393be324af7eb81e9d47dc8,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_139.png,gpt-5.6-luna,1,01a0726f-ead2-7922-a719-d4aa7a5d6ac7,5205,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 64, ""reasoning_output_tokens"": 49}",,24474dfef5b3ca270beddddcbd716bf31d7797a66c6b3da3e650c8a4db52cb8d,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:57.306129+00:00
reading_140:fira-sans:9px:938142645632,image,reading_140,reading_location,fira-sans,9,40,48.0,9381426456326e069a9cc8cf6a9d538746bfc5270cccd5688330cfd02536ef62,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_140.png,gpt-5.6-luna,1,01a0726f-f481-7f52-a8d8-d41609eb5d67,3734,0,,False,0.0,The west depot.,"""west depot""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 43, ""reasoning_output_tokens"": 33}",,1da95345f876586b3db76f7c993ddb41b908169ba99a12a197997a001021a460,12a1408b4c9ba408729faa10b459ac6f2a33ed9590d388931d43df6e64bdc01f,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:58.247035+00:00
reading_141:fira-sans:9px:a4795b0882f6,image,reading_141,reading_fact,fira-sans,9,40,48.0,a4795b0882f6d3f51e972529597cb869e488fe6cb15f6b4d3995f5118fdd434b,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_141.png,gpt-5.6-luna,1,01a0726f-f711-7f62-a441-44f98a3080d9,4389,0,,True,1.0,scarlet,"""scarlet""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12971, ""output_tokens"": 59, ""reasoning_output_tokens"": 51}",,64466cdff21c1db7eb6b4af57e76ac7c843f7a11d382a7cc4ce9791b3fb65bae,ee5a147be9f6e25d07445b2038961885f48474b3987a47038bbfaf8f77535297,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:38:59.641147+00:00
reading_142:fira-sans:9px:db6ed1872f24,image,reading_142,reading_date,fira-sans,9,36,43.199999999999996,db6ed1872f246e8d84473f4c9f51c70319a270df0cb10fadd422c9a19d0251ea,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_142.png,gpt-5.6-luna,1,01a0726f-ff13-7083-a2d1-a4904e6e66ab,4758,0,,True,1.0,June 21,"""June 21""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 11008, ""input_tokens"": 12752, ""output_tokens"": 95, ""reasoning_output_tokens"": 86}",,761a1f989e0a894f930660cb1196068fddd39a85044de833ed7a8a578a511830,bed97fe77f57e543711dccae29e1aaad850e88d3c18529a7e1aad6f95dc23a2c,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:02.065460+00:00
reading_143:fira-sans:9px:b400f4e8cacf,image,reading_143,reading_quantity,fira-sans,9,39,46.8,b400f4e8cacf498d65208013608246568dfa39cd6247300cae172ec3d6f34e99,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_143.png,gpt-5.6-luna,1,01a07270-02e2-7e22-8078-69722c3f31de,4494,0,,True,1.0,80,"""80""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12970, ""output_tokens"": 36, ""reasoning_output_tokens"": 29}",,41af8ff01f9f6f210e56bb1f7da759051e755fd3085c05969b272f9008397538,b7014edf102eaf0b2aa3f37a3bdd539d3d48c5294cd9aee16907cef1dea10921,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:02.743067+00:00
reading_144:fira-sans:9px:f67ef67f233d,image,reading_144,reading_cause,fira-sans,9,42,50.4,f67ef67f233d0c865d5959710d97950c72254c8e364e157324edc51874d51efc,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_144.png,gpt-5.6-luna,1,01a07270-079b-7741-9795-679a1ab57d52,7018,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 14274, ""output_tokens"": 107, ""reasoning_output_tokens"": 92}",,2efeb6cf90592e2ccea797ddf5e84bc6ab42d7a295d2c6c226b09e5ae8ab1430,92f3feafd9955f9f82d6828885d36b261c234e7bf8f398897d2701a0fd657d57,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:06.404556+00:00
reading_145:fira-sans:9px:b234b635f253,image,reading_145,reading_location,fira-sans,9,39,46.8,b234b635f2530b5af21258adfc04e3b4ddb160b80e2f0b50463d89f88d4a2602,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_145.png,gpt-5.6-luna,1,01a07270-0919-76e2-b163-a6122a4fd290,7329,0,,False,0.0,The upper archive.,"""east annex""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12966, ""output_tokens"": 210, ""reasoning_output_tokens"": 200}",,40cd321e018ccd0c2e344c0ec233b8280e918cd2962e11aa63412bb6295b271c,d78eabd7ac6334d063922f909baee50f1ad111620d82bac38946841ad5db4cea,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:06.971828+00:00
reading_146:fira-sans:9px:2d54cdf16e3c,image,reading_146,reading_fact,fira-sans,9,39,46.8,2d54cdf16e3c6f483cfb9db4f362ca13ebde10469340c8c6b08ead8f2c29cc74,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_146.png,gpt-5.6-luna,1,01a07270-11ec-7662-a209-5962e79ee314,6179,0,,True,1.0,teal,"""teal""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 144, ""reasoning_output_tokens"": 136}",,634309c3898d865476e0b1778a2314211fa0e670b401fc27bce2b37d6c51999c,f7af3ff73a80b7c966768e8e23c7cd08e7adc8a7405e0f30b9d5048b7a129b29,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:08.246149+00:00
reading_147:fira-sans:9px:eaffa7385d15,image,reading_147,reading_date,fira-sans,9,36,43.199999999999996,eaffa7385d152d3427facc05ebb06fc9a76aff096c7a23c4918cf161152e0c12,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_147.png,gpt-5.6-luna,1,01a07270-14a7-7c82-90ff-7acf40000d30,4732,0,,True,1.0,August 7,"""August 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12959, ""output_tokens"": 53, ""reasoning_output_tokens"": 44}",,f4b1391d3fc245422b7f50f1585d20589007f03dd12f072dfe463f65ec114816,09539c98c2187da74495353e3462b05e9a5a76366159ad8a9e8cc34cdfe6a999,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:07.477731+00:00
reading_148:fira-sans:9px:32a088953985,image,reading_148,reading_quantity,fira-sans,9,40,48.0,32a0889539858ab94c61bfd56e0ced2d00530bbf793b5c834b38f62a02812e03,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_148.png,gpt-5.6-luna,1,01a07270-22e5-7fe3-bf02-01e0800d4f06,5168,0,,True,1.0,30,"""30""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12969, ""output_tokens"": 48, ""reasoning_output_tokens"": 41}",,6ff862618824611044a9059bddd6c85ba571589b7f060fdfe5424991ca6f6843,e12a5c6a105353ed08c9ef86df0ac4085cfd8f634f3c87df640a6228fb1e584f,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:11.573649+00:00
reading_149:fira-sans:9px:018da574a5a0,image,reading_149,reading_cause,fira-sans,9,42,50.4,018da574a5a0363357d080573955328675853f481c4063213df40c69bb680aec,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_149.png,gpt-5.6-luna,1,01a07270-2553-7960-a1a2-566b911cb386,4743,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 70, ""reasoning_output_tokens"": 55}",,b2715255d3a16f7f2418f37058cca2b89b080248ddd2e76d33c2d7a4abffebca,d1f185a095b4c74b9ec37d4c4433ec2c5f2ddae11d49293bb456561a3b22c84c,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:11.716282+00:00
reading_150:fira-sans:9px:724e1c68d3b2,image,reading_150,reading_location,fira-sans,9,39,46.8,724e1c68d3b25cc15b78c70b373d4f2efb4ca8c2e434ad23bf04c5e7a2896ea6,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_150.png,gpt-5.6-luna,1,01a07270-273c-7fc2-980b-78dadaf5a269,6787,0,,False,0.0,the river bank,"""river lab""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 177, ""reasoning_output_tokens"": 168}",,8aab33628fd8aa86ceedede70dbd7f121442bc8f738177a4cce54d528653f874,8b88ef882d0cb387b92a98817a97e63a53345c5c0a5f8cff17daa8266780ba91,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:14.265442+00:00
reading_151:fira-sans:9px:a2d1d221f93e,image,reading_151,reading_fact,fira-sans,9,40,48.0,a2d1d221f93ebfef423b9365aaff51cb7ccd6c2b883febe4cc8c849c066d0f79,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_151.png,gpt-5.6-luna,1,01a07270-2a77-71e2-855c-91e37e0ce261,4132,0,,True,1.0,indigo,"""indigo""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 47, ""reasoning_output_tokens"": 39}",,759ef13a550aa8c7483d6ec5a4e58918e1675a54f8673235ee9305c7bac64daa,81189645453d8e4d5e4a88f1bcc460b432f3c726a820a43228a7553ef7dc7697,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:12.379451+00:00
reading_152:fira-sans:9px:a625b4218331,image,reading_152,reading_date,fira-sans,9,40,48.0,a625b4218331f360eb157732fb600ad75aaf5461f40606f6e2a0dfe1e3de59ab,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_152.png,gpt-5.6-luna,1,01a07270-3781-7e93-8d7b-eb23bbc32ed2,4796,0,,True,1.0,March 4,"""March 4""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 52, ""reasoning_output_tokens"": 43}",,b9fa25592e11b91258e02575218d80281ab93791585e24d1d4b5a7e8abc72260,09539c98c2187da74495353e3462b05e9a5a76366159ad8a9e8cc34cdfe6a999,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:16.371771+00:00
reading_153:fira-sans:9px:63a06009d28b,image,reading_153,reading_quantity,fira-sans,9,39,46.8,63a06009d28bea095f1c87965899d359b4843ef1c1d8a54e1b32c20227827fbc,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_153.png,gpt-5.6-luna,1,01a07270-386e-71e1-8777-eabc815cebfc,4894,0,,True,1.0,35,"""35""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12969, ""output_tokens"": 35, ""reasoning_output_tokens"": 28}",,26b29ef999f61f3d74bfaa2f514af229a74f54c7a1b3ebd46a528d49e5ede012,66333665a978267cb5e385f09005aec9c94d59dee2206a508b573ca64e886135,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:16.611941+00:00
reading_154:fira-sans:9px:42049962ee1c,image,reading_154,reading_cause,fira-sans,9,40,48.0,42049962ee1c8eb07388d01b4d1f5efec1583d95ef1e2b55e317e957096952b5,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_154.png,gpt-5.6-luna,1,01a07270-3aca-7182-844a-ce80aab84517,4696,0,,False,0.0,Because the calibration check had to be repeated.,"""the calibration check had to be repeated""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12967, ""output_tokens"": 58, ""reasoning_output_tokens"": 43}",,080f0959552ff3f250d2cef4c45120ad873e6cb9efb8b1d3003e910c214cea15,d1f185a095b4c74b9ec37d4c4433ec2c5f2ddae11d49293bb456561a3b22c84c,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:17.076772+00:00
reading_155:fira-sans:9px:31350e52dfd7,image,reading_155,reading_location,fira-sans,9,40,48.0,31350e52dfd716dd8457123063ad35c28eed2c8e358fe35d6e103e1f315e6ddd,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_155.png,gpt-5.6-luna,1,01a07270-4190-7dd2-b016-f307137bf41b,4019,0,,False,0.0,The south workshop.,"""south workshop""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12969, ""output_tokens"": 60, ""reasoning_output_tokens"": 50}",,e87b1e9aaecf4efc6abc0b8810e582babae9778c21c5d51b8f27d8eb0aec9431,580eb7ed814e463d1b1b04729ba6fc8936fa341570a21c2d0555de02009196bc,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:18.284947+00:00
reading_156:fira-sans:9px:1f1d7e509f75,image,reading_156,reading_fact,fira-sans,9,40,48.0,1f1d7e509f755ca69cd45d9599a340f8e8bbe0a375565adcf86fdb81dca2fef2,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_156.png,gpt-5.6-luna,1,01a07270-4a2a-7bf3-bce8-5e7d0baa7dd3,4879,0,,True,1.0,crimson,"""crimson""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12967, ""output_tokens"": 59, ""reasoning_output_tokens"": 51}",,be28ba9383c57264b679d403d9ad6e99b31369bca838e9d5a46c5d6685560772,913841d7e9ee17cc18613c0517918952d495213924148e0a7fb38655eb99b483,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:21.252010+00:00
reading_157:fira-sans:9px:5083e73c9a0d,image,reading_157,reading_date,fira-sans,9,39,46.8,5083e73c9a0d6f9bb7fd02264f17acbf367c40e5bd7a6cd19b18ffd75050a677,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_157.png,gpt-5.6-luna,1,01a07270-4b83-70c2-abba-b80c94d3ed06,4411,0,,True,1.0,February 20,"""February 20""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12964, ""output_tokens"": 51, ""reasoning_output_tokens"": 42}",,1ca92c4261822bb0b4e67ab28e3e6dc53445efd8de1e6307dabb9fe4f2a358e1,5f64b085439f2313173dce925b428810dba71e859a9d599a853b8873c1ef5b87,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:21.023777+00:00
reading_158:fira-sans:9px:e3bff89c2dd8,image,reading_158,reading_quantity,fira-sans,9,39,46.8,e3bff89c2dd8399cb9a94d41f4a94533f6586eff731078eecbeb090bbc825330,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_158.png,gpt-5.6-luna,1,01a07270-4db9-7d50-8a29-ac5aac48c4ab,8628,0,,True,1.0,63,"""63""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 147, ""reasoning_output_tokens"": 140}",,ac8d43a97924ec434aad48776e94445f2d3fcd1dbc88e589490461fef40124b3,76c071b298db6f2dbe496d277e469c1b3c7637cf50add48cb3ac78d8b97bd14f,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:25.705883+00:00
reading_159:fira-sans:9px:83f4128888ba,image,reading_159,reading_cause,fira-sans,9,39,46.8,83f4128888baca1558f87e104fb0b5ed695417a71ceb5232b74185333ec00479,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_159.png,gpt-5.6-luna,1,01a07270-5180-76b0-831a-c2f52fad153e,5624,0,,False,0.0,A safety drill occupied the main hall.,"""a safety drill occupied the main hall""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12965, ""output_tokens"": 129, ""reasoning_output_tokens"": 115}",,da27a6168c4798b7751ac6a56a354e29186b49bcbb9d8927f96014b5c306882b,715e248a777d8ce899158b964393d0dbdcef7321693d00dadbed4bdfca835713,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:23.909596+00:00
reading_160:fira-sans:9px:21754547d76d,image,reading_160,reading_location,fira-sans,9,42,50.4,21754547d76d8a6b610a719e17f75a97a01914efe1f90e19cff87a4806d30cd3,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_160.png,gpt-5.6-luna,1,01a07270-5ba8-77f1-b67c-e686fec809d1,3228,0,,False,0.0,In the field station.,"""field station""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 9, ""reasoning_output_tokens"": 0}",,93f4563c56be5e1bcb4dfb0d36eadb7469028f7ae013b6b39466631368c12d51,b6a9089f3b2b12391bdeb6dd062cb203dd2e230e200b4f5cc93585cf51f1f551,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:24.253581+00:00
reading_161:fira-sans:9px:fa4bc4857825,image,reading_161,reading_fact,fira-sans,9,40,48.0,fa4bc4857825023650f2c152075ced54b072905e21a4a3965cf805c8188752ee,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_161.png,gpt-5.6-luna,1,01a07270-5d51-7402-811a-abb05a487416,6794,0,,True,1.0,bronze,"""bronze""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12971, ""output_tokens"": 188, ""reasoning_output_tokens"": 180}",,fc5fadc47b7087e40033f23fc81881a8bad9867180875120289680922e30f0e9,913841d7e9ee17cc18613c0517918952d495213924148e0a7fb38655eb99b483,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:28.048167+00:00
reading_162:fira-sans:9px:0a3f3fc8a579,image,reading_162,reading_date,fira-sans,9,39,46.8,0a3f3fc8a5794729938cfaa1246440e6f4c336ff1a3d075b39083b5b4b7b130c,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_162.png,gpt-5.6-luna,1,01a07270-671f-7b72-b3af-dfabc74eae71,6292,0,,True,1.0,January 13,"""January 13""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12964, ""output_tokens"": 51, ""reasoning_output_tokens"": 42}",,4ee915476e5388b282a92d6932548adb207a95f300d7cc506fff5523795a4160,536cdcd4152bf59708b6bf19ac678b97c10dfa9158c315eee7bcfca3d8e41370,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:30.202137+00:00
reading_163:fira-sans:9px:afacfb65352d,image,reading_163,reading_quantity,fira-sans,9,40,48.0,afacfb65352d0ab5bbf2a2373763ade12a62e9b9b4d2471c4a578a424c21f6cd,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_163.png,gpt-5.6-luna,1,01a07270-691c-7840-92c0-fab76421e89d,3898,0,,True,1.0,50,"""50""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12970, ""output_tokens"": 33, ""reasoning_output_tokens"": 26}",,c27f1ea3aec78ee3d703690a83446fc60e8afac5addedf1ca7d5ce4f10bca977,1ee833b540d112dd07dc44aab4979005975a08a314635448db46935e8bada071,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:28.152963+00:00
reading_164:fira-sans:9px:f4068ee4f3b0,image,reading_164,reading_cause,fira-sans,9,40,48.0,f4068ee4f3b0ed9a1fbee8d7b174b6c3d92328739b9edfbbc9e1e7362f72c751,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_164.png,gpt-5.6-luna,1,01a07270-6e38-73e1-b07c-e32ceeea9568,6365,0,,False,0.0,Because a safety drill occupied the main hall.,"""a safety drill occupied the main hall""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12968, ""output_tokens"": 186, ""reasoning_output_tokens"": 171}",,9daf80f48696f9ef147d1b02c6e99f90d6838644a31616d5d1ca774d17fa8b37,b7549f0aededa799b20726a9728a2bc7895edbc3ebe074ae7a0e81b1c8f8a638,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:32.072041+00:00
reading_165:fira-sans:9px:9dc409b60ae8,image,reading_165,reading_location,fira-sans,9,40,48.0,9dc409b60ae8d4a239a0679a640d0942c56abb078940e173cee5d5c1960d3f47,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/9px/reading_165.png,gpt-5.6-luna,1,01a07270-77d7-7e20-a5e9-3e4fae5b1dd7,5692,0,,False,0.0,The training room.,"""training room""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12970, ""output_tokens"": 113, ""reasoning_output_tokens"": 103}",,e1a248f748f7b2d21186df9f468a488dbd13287d4abc7a0272c5a7f245629c1a,d78eabd7ac6334d063922f909baee50f1ad111620d82bac38946841ad5db4cea,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:39:33.742450+00:00
